"","Location","MinTemp","MaxTemp","Rainfall","WindGustDir","WindGustSpeed","RainToday","Humidity9am","Cloud9am","Pressure9am","WindDir9am","WindDir3pm","RainTomorrow"
"865","Katherine",20.7,37.3,0,"E",44,"No",53,0,1015.8,"ENE","W","No"
"866","Portland",6.8,24.6,0,"E",39,"No",83,1,1012,"SSE","E","Yes"
"867","PerthAirport",23.8,36,0,"ENE",43,"No",68,3,1007.1,"SSE","E","No"
"868","MelbourneAirport",18.8,30.9,0,"N",43,"No",41,1,1021.4,"N","N","No"
"869","Williamtown",17.8,24.3,0,"SSW",39,"Yes",80,7,1015.2,"SW","S","No"
"870","NorfolkIsland",13.6,19.1,3,"S",28,"Yes",85,5,1017.3,"NE","SE","Yes"
"871","PerthAirport",12.1,31.3,0,"E",33,"No",75,0,1016.1,"SSE","SSE","No"
"872","Cobar",11.6,31.7,0,"WSW",37,"No",67,6,1008.2,"SSE","NNW","No"
"873","Melbourne",18,29.8,1.6,"ESE",26,"Yes",68,8,1012,"NNE","NNE","No"
"874","AliceSprings",22.5,34.5,0,"NNE",43,"No",47,5,1007.8,"NE","ENE","No"
"875","Townsville",22.6,26.4,0,"E",37,"No",75,7,1017.3,"ESE","E","No"
"876","Sale",11.3,19.85,0.4,"WNW",46,"No",71,8,1015.6,"W","W","No"
"877","Darwin",25.5,33.4,0,"N",31,"Yes",74,4,1012.6,"ENE","N","Yes"
"878","PerthAirport",10.9,22,0.6,"SSE",52,"No",68,1,1017.3,"WNW","S","Yes"
"879","Moree",12.5,18.2,0,"SW",28,"No",71,6,1019.7,"SSW","NW","Yes"
"880","PerthAirport",9.3,21.6,0,"NNE",22,"No",61,6,1022.6,"NE","WSW","No"
"881","MelbourneAirport",11.2,17.3,0,"N",39,"Yes",83,3,1021.8,"N","N","Yes"
"882","Darwin",25.7,34.9,0.6,"E",50,"No",63,5,1010,"ESE","ESE","Yes"
"883","WaggaWagga",9.8,18,0,"E",31,"No",67,0,1031.1,"E","W","No"
"884","MelbourneAirport",18.3,23.9,1,"NNW",54,"No",77,7,1008.4,"NW","WSW","No"
"885","Katherine",7.4,31.2,0,"E",28,"No",68,1,1017.3,"SSE","SE","No"
"886","MelbourneAirport",6.6,16.5,0,"N",39,"No",79,1,1029.8,"N","N","No"
"887","Melbourne",14.7,19.9,1.6,"SSE",33,"Yes",67,6,1017.1,"SSW","S","No"
"888","WaggaWagga",12,23.3,0,"NE",22,"No",76,7,1028.9,"SSE","NNE","No"
"889","CoffsHarbour",14.55,28.2,0,"NE",33,"No",68,1,1020.5,"N","NE","No"
"890","Brisbane",15.3,25.1,0,"E",26,"No",56,4,1017.3,"E","ENE","No"
"891","SydneyAirport",12,16.8,4.4,"SSW",50,"Yes",68,7,1020.4,"SSW","W","Yes"
"892","Hobart",10.1,18.2,0,"SW",52,"Yes",52,6,1009,"SW","SE","No"
"893","AliceSprings",14.2,40.6,0,"WSW",31,"No",68,1,1011.8,"ENE","E","No"
"894","Darwin",25.1,33.3,0,"E",50,"No",73,7,1011.3,"ENE","E","No"
"895","Cairns",22.15,26.3,0,"E",33,"No",52,1,1017.2,"SSE","E","No"
"896","Cairns",21.4,27.4,0,"SSE",39,"Yes",84,7,1018.4,"S","SE","Yes"
"897","PerthAirport",6.4,19,6,"E",43,"Yes",68,5,1014.4,"ESE","WSW","No"
"898","Sydney",16.8,25.7,0,"ENE",46,"No",65,1,1018.6,"W","E","No"
"899","Wollongong",11.4,15.6,0,"NNW",33,"No",68,6,1014,"NNW","N","No"
"900","CoffsHarbour",24.3,33.7,0,"SSW",39,"No",66,1,1015.6,"N","NE","Yes"
"901","Nuriootpa",4.1,18,0,"E",41,"No",93,6,1023.4,"SSE","N","No"
"902","NorfolkIsland",17.6,21.8,4.4,"NNW",39,"Yes",96,8,1017.3,"WNW","NW","Yes"
"903","PerthAirport",7.6,20.8,0,"E",35,"No",67,7,1021,"SSE","NW","No"
"904","Moree",11.8,26.55,0,"E",39,"No",45,7,1011.6,"SSE","WSW","No"
"905","MelbourneAirport",13.8,23.6,0,"SW",56,"No",66,5,1003.8,"NNE","S","No"
"906","PerthAirport",23.7,30.8,0,"S",37,"No",33,7,1014.3,"SW","N","No"
"907","Darwin",25.7,33.1,0.2,"E",39,"No",83,8,1007.4,"E","WNW","Yes"
"908","PerthAirport",7.3,26.7,0,"SSW",43,"No",68,0,1019.6,"NE","WSW","No"
"909","Brisbane",16.5,27.9,0.6,"ESE",24,"No",64,2,1016.3,"SSE","S","No"
"910","MelbourneAirport",7.3,19.5,4.6,"WNW",45,"Yes",64,3,1015.8,"SSE","W","No"
"911","MelbourneAirport",10.5,18.9,0.2,"E",33,"No",68,7,1030.3,"SSE","S","No"
"912","NorfolkIsland",14.2,20,1.4,"SE",35,"Yes",58,5,1018.1,"SSE","W","No"
"913","MountGambier",6.3,15.4,0.4,"WNW",54,"No",100,7,1026.4,"NNW","WNW","No"
"914","WaggaWagga",13.9,30.2,0,"SSW",26,"No",67,3,1018.9,"E","S","No"
"915","WaggaWagga",19.8,39,0,"E",35,"No",30,1,1013.7,"NNE","NNW","No"
"916","PearceRAAF",15.2,31.8,0,"WSW",39,"No",58,2,1017.3,"SW","SW","No"
"917","Watsonia",2.7,19.1,0,"E",50,"No",91,8,1028.7,"NNE","NNE","No"
"918","Woomera",10.9,17.5,0,"ESE",28,"No",74,7,1017.3,"ESE","NE","No"
"919","Nuriootpa",0.3,12.7,0,"N",28,"No",82,7,1030.5,"NNE","SW","No"
"920","Hobart",10,15.6,0.6,"SSE",44,"No",76,8,1023.6,"SSE","SSE","No"
"921","AliceSprings",14.2,35.5,0,"N",43,"No",28,3,1015.8,"NE","WSW","No"
"922","Moree",12.4,27.5,0,"SW",28,"No",68,0,1021.7,"E","WSW","No"
"923","Cairns",23.4,29.4,0,"E",41,"Yes",68,3,1014,"SSE","SE","No"
"924","Portland",10.6,30,0,"NNW",43,"No",83,3,1019.7,"ENE","N","No"
"925","NorfolkIsland",14,19.8,0,"ENE",39,"Yes",68,7,1021.8,"E","W","No"
"926","Ballarat",5.6,14,2.6,"NE",39,"No",100,5,1020.1,"NE","NE","No"
"927","Brisbane",18.5,25.7,0,"E",39,"No",74,4,1021.3,"N","NNE","Yes"
"928","Moree",12.35,31.5,0.4,"SSW",52,"No",68,7,1013.9,"NE","W","Yes"
"929","Brisbane",10.8,23.2,0,"W",30,"No",68,0,1012,"WSW","WNW","No"
"930","PerthAirport",14,23.2,0,"NE",52,"No",33,6,1028.9,"SSE","ENE","No"
"931","Perth",12.5,18.9,0,"NE",30,"No",65,4,1023.7,"E","NNE","No"
"932","Wollongong",19.8,24,0,"SSE",44,"No",70,8,1019,"SSE","SSE","No"
"933","Katherine",24.5,36.5,0,"ENE",39,"Yes",81,6,1017.3,"NW","W","Yes"
"934","Brisbane",10.2,24.9,0,"E",26,"No",52,1,1018.1,"SW","W","No"
"935","PerthAirport",8.5,18.8,0,"SE",30,"No",66,5,1020.4,"NNW","SE","No"
"936","PerthAirport",13.9,18.2,0,"W",48,"No",93,8,1018.7,"W","W","Yes"
"937","PerthAirport",7.9,19.8,0,"WSW",46,"No",48,1,1006.1,"N","WSW","No"
"938","Ballarat",5.9,14.1,0,"N",52,"No",95,8,1017.4,"NNE","NNE","No"
"939","PerthAirport",4.7,15.8,1.2,"SSE",50,"Yes",68,1,1017.3,"SSW","S","No"
"940","Mildura",10.9,27.9,0,"ESE",48,"No",49,0,1027.9,"ENE","ESE","No"
"941","Brisbane",10.5,24.3,0,"WNW",19,"No",73,0,1018.9,"W","WNW","No"
"942","PerthAirport",12.1,19.9,0,"E",33,"No",72,6,1021.9,"SE","ESE","Yes"
"943","Woomera",20.9,38.1,0,"E",57,"No",60,3,1010.2,"SSE","SSE","No"
"944","PerthAirport",4.2,17.9,0,"SW",39,"No",52,7,1014.5,"N","SSW","No"
"945","Moree",14.6,30.1,4.4,"ENE",41,"Yes",70,5,1017.3,"E","ENE","No"
"946","Woomera",12.1,26.7,0,"SSE",41,"No",39,0,1020.7,"SE","ESE","No"
"947","Williamtown",14.5,25.9,0,"NW",39,"No",45,5,1011.1,"NW","WNW","No"
"948","Albury",12.9,15.8,0,"W",39,"Yes",83,8,1004.8,"WNW","NNW","Yes"
"949","PerthAirport",6,24.5,3.6,"WSW",39,"Yes",60,1,1017.3,"S","WSW","No"
"950","CoffsHarbour",11.9,22.9,0,"E",33,"No",50,6,1019.4,"SW","SSE","Yes"
"951","PerthAirport",4.8,20.2,0,"E",37,"No",64,4,1017.3,"NNE","W","Yes"
"952","PerthAirport",13,23.2,0,"WSW",28,"No",35,1,1017.3,"SW","ESE","No"
"953","Townsville",21.9,28.6,1,"E",57,"No",62,6,1020.7,"SSE","E","No"
"954","Brisbane",20.1,28.1,1.2,"ESE",50,"Yes",58,4,1028.1,"SE","SE","No"
"955","PerthAirport",14.8,29.4,0,"E",39,"No",46,7,1017.3,"NE","ESE","No"
"956","Melbourne",11.1,11.1,0.2,"N",39,"No",88,1,1017.3,"NNE","W","No"
"957","Perth",9.3,24.2,0,"SSW",26,"No",57,4,1026.1,"ESE","SW","No"
"958","Mildura",5.2,20.5,0,"S",48,"No",68,1,1023.6,"SSW","SSW","No"
"959","PerthAirport",24.2,32.2,0,"SE",39,"No",63,3,1016.2,"SE","SE","No"
"960","Townsville",21.9,28.8,0,"ENE",31,"No",76,7,1018.6,"ENE","NE","Yes"
"961","WaggaWagga",4.5,21.6,0,"SSE",48,"No",30,1,1024.8,"SSE","S","No"
"962","Darwin",23.6,33.3,0,"E",46,"No",75,1,1017.3,"E","ENE","No"
"963","Uluru",23.8,37.3,0,"E",33,"No",54,1,1009.4,"E","NNE","No"
"964","Portland",9.7,25.5,0,"SE",31,"No",76,5,1017.3,"SSE","SE","No"
"965","Townsville",23.4,30.5,0,"N",33,"No",65,4,1011.8,"NNE","N","No"
"966","PerthAirport",9.7,23.2,0,"ENE",39,"No",54,2,1020.9,"ENE","NE","No"
"967","Ballarat",3.6,11.4,4.4,"S",39,"Yes",68,6,1018.3,"S","W","Yes"
"968","Watsonia",13.4,22.9,0,"S",39,"No",80,7,1012.5,"WSW","S","No"
"969","PerthAirport",20.1,22.2,0,"SSW",52,"Yes",100,8,1014.6,"SE","S","Yes"
"970","Williamtown",14.15,18.3,0.2,"S",31,"No",91,5,1024.4,"WNW","SSE","No"
"971","Woomera",21,34.3,0,"NE",46,"No",38,7,1019.8,"ENE","NE","No"
"972","Ballarat",10.9,21.4,0,"W",54,"No",74,2,1008,"WSW","W","No"
"973","Townsville",22.75,28.3,0,"ENE",50,"No",53,1,1023,"SSE","ENE","No"
"974","Melbourne",12,20.1,0,"E",26,"Yes",88,7,1003.4,"SW","SSW","No"
"975","Woomera",26.7,23.45,0,"SE",44,"No",37,1,1008.2,"SE","SW","No"
"976","Wollongong",18.3,23.6,4.4,"E",33,"Yes",91,8,1019.1,"ESE","ESE","No"
"977","NorfolkIsland",18,24.4,0,"S",33,"No",77,8,1013.3,"SSW","SSW","No"
"978","Darwin",24.6,31.2,0,"WSW",37,"Yes",85,7,1017.3,"N","NW","Yes"
"979","WaggaWagga",9.8,10.7,0.2,"N",19,"No",68,8,1030.6,"SSE","WNW","No"
"980","Ballarat",5.3,12.1,1.2,"N",39,"Yes",99,8,1017.3,"N","N","Yes"
"981","SydneyAirport",22.7,23.45,0,"S",39,"No",56,0,1002.7,"N","W","Yes"
"982","Townsville",19.4,29.7,0,"E",44,"No",68,7,1018.6,"SSE","E","No"
"983","Darwin",23.7,33.9,0,"N",35,"No",60,4,1014.7,"SSE","N","No"
"984","PerthAirport",25,33.5,0,"WNW",35,"No",68,6,1012.9,"S","WNW","No"
"985","Sale",14.2,28.1,0,"WSW",44,"No",68,0,1020.8,"W","E","No"
"986","Watsonia",1.6,16.9,0,"NNW",35,"No",100,6,1027,"ENE","NW","Yes"
"987","Albury",18.7,15.2,0,"N",22,"Yes",92,8,1012.3,"ENE","ENE","Yes"
"988","Watsonia",11,20.6,0,"SSW",31,"No",68,7,1013.8,"SSE","NE","No"
"989","WaggaWagga",14.7,32.4,0,"WSW",59,"No",50,5,1015.7,"ENE","W","No"
"990","Cobar",10.2,23.7,0,"ENE",33,"No",43,4,1019.8,"ENE","NE","No"
"991","PerthAirport",12.1,23.2,0,"E",37,"No",86,7,1017.3,"N","W","No"
"992","MountGambier",3.4,27,0,"NW",35,"No",68,6,1019.7,"SSE","NNW","No"
"993","PerthAirport",14.9,19.5,0.2,"WSW",24,"No",87,5,1016.1,"W","W","No"
"994","Woomera",23.2,33.8,0.2,"W",39,"No",29,5,1006.5,"NNW","N","Yes"
"995","PerthAirport",12.1,27.2,3.6,"ENE",35,"Yes",92,8,1019.1,"SSW","SSE","No"
"996","SydneyAirport",9.2,18.2,0,"NE",50,"No",72,6,1015.8,"NW","NNE","Yes"
"997","PerthAirport",7.3,18.2,0,"WSW",37,"No",94,3,1021.7,"ENE","W","Yes"
"998","Portland",11.2,15.6,0.8,"W",39,"No",87,7,1007.2,"W","WSW","No"
"999","WaggaWagga",2.8,14,0,"W",30,"No",95,8,1019.2,"WNW","SW","No"
"1000","AliceSprings",14.1,32.1,0,"SE",48,"No",68,3,1014.9,"E","W","No"
"1001","PerthAirport",12.1,23.2,0,"E",57,"No",47,1,1017.3,"SSE","E","No"
"1002","Nuriootpa",14.1,33.5,0,"E",35,"No",68,0,1017.3,"ESE","E","No"
"1003","Wollongong",22.1,24.8,0,"SSW",44,"No",78,8,1018.7,"SSW","S","Yes"
"1004","Canberra",6.6,17,0,"E",39,"No",68,8,1015,"NW","WNW","No"
"1005","PerthAirport",12.1,14.8,0.2,"S",39,"No",71,5,1026.1,"SE","S","No"
"1006","SydneyAirport",8.9,25.2,0,"NE",35,"No",31,0,1016.3,"SSE","NE","No"
"1007","PerthAirport",19.9,26,1,"E",52,"No",91,8,1022.1,"ENE","E","No"
"1008","Albury",11.9,19.4,0,"W",39,"No",85,8,1015.5,"SSE","W","No"
"1009","Ballarat",5.5,20.2,0,"SE",37,"No",79,3,1019.7,"S","S","No"
"1010","Cobar",11.6,35.2,0,"SSW",39,"No",68,1,1017.3,"SSE","S","No"
"1011","SydneyAirport",21.5,26.7,0.4,"SSW",52,"No",76,6,1017.3,"S","SSE","No"
"1012","Moree",23.6,39.5,0.2,"WSW",41,"No",27,0,1017.3,"SW","WSW","No"
"1013","NorfolkIsland",19.6,24.1,0,"E",39,"No",74,6,1019.1,"SE","SE","No"
"1014","Woomera",12.9,40.4,0,"SE",43,"No",36,0,1018.9,"SSE","WSW","No"
"1015","Cairns",23.4,27.5,0,"SE",41,"Yes",81,7,1013.3,"SSE","SSE","Yes"
"1016","Bendigo",7.85,25.2,0,"NW",31,"No",68,0,1023.4,"ESE","W","No"
"1017","Cobar",21.4,33.9,0,"W",46,"No",33,1,1005.9,"SSW","W","No"
"1018","Melbourne",16.8,31.6,0,"N",39,"No",60,6,1014.3,"N","N","Yes"
"1019","Richmond",16.7,39.2,0,"E",39,"No",70,1,1014.8,"NNE","NNE","No"
"1020","NorfolkIsland",21.7,21.8,0,"WNW",33,"No",84,4,1017.3,"WNW","W","No"
"1021","Katherine",7.7,26.7,0,"ESE",39,"No",27,0,1020.4,"SE","ESE","No"
"1022","Katherine",17,36.5,0,"E",59,"No",48,5,1019.9,"SSE","W","No"
"1023","PerthAirport",12.1,22,0,"S",33,"No",61,1,1023.8,"SE","SSE","No"
"1024","Mildura",13.4,27.4,0,"S",35,"No",76,0,1020.1,"S","SSW","No"
"1025","PerthAirport",6.3,23.2,0,"NW",39,"No",70,1,1020,"NE","N","No"
"1026","MelbourneAirport",4.8,15.3,0,"E",44,"No",79,5,1017.3,"N","NW","No"
"1027","Sale",7.8,26.4,0,"E",40,"No",96,8,1012.1,"ESE","E","Yes"
"1028","PearceRAAF",12.4,20.1,4.4,"NW",57,"Yes",79,8,1021.4,"N","WNW","Yes"
"1029","PerthAirport",0,12.7,0,"E",35,"No",91,7,1018.2,"W","WSW","No"
"1030","Cobar",11.6,21.5,0,"N",35,"No",54,6,1017.3,"NE","NE","Yes"
"1031","Ballarat",5.5,14.5,1.4,"W",44,"No",100,7,1019.8,"N","W","Yes"
"1032","PerthAirport",24.6,35.1,0.4,"ENE",39,"No",70,7,1007.8,"N","E","No"
"1033","Cobar",11.6,33.7,0,"NE",28,"No",68,6,1014.5,"N","SSW","No"
"1034","PearceRAAF",12.4,20,0,"W",39,"No",68,8,1020,"W","W","Yes"
"1035","Hobart",1.8,10.4,0,"NNW",48,"No",85,7,1012.4,"NNW","SE","No"
"1036","Nuriootpa",8.6,15.9,0,"WSW",39,"No",62,4,1017.7,"WSW","WSW","No"
"1037","Townsville",25.6,33.5,0,"NNW",37,"No",58,4,1010,"NNW","N","No"
"1038","Sale",9.1,15.2,1.8,"WNW",39,"Yes",86,8,1017.3,"WSW","W","No"
"1039","PerthAirport",5.1,8.8,0.2,"N",39,"No",99,5,1017.3,"N","N","No"
"1040","PerthAirport",17.5,27.3,0,"SSE",44,"No",62,2,1018.4,"SSE","SE","No"
"1041","Cobar",16.4,25.3,0,"W",24,"Yes",98,8,1019.3,"SSW","W","No"
"1042","Hobart",10,25.3,0,"E",48,"No",51,1,1015,"SSE","SE","No"
"1043","MelbourneAirport",4,14.8,3.2,"S",33,"Yes",71,5,1025.7,"SW","SSE","No"
"1044","Canberra",13.3,26.5,6.6,"NW",50,"Yes",74,5,1007.3,"NW","WNW","No"
"1045","SydneyAirport",16.2,27.9,0,"WSW",39,"No",58,3,1017.1,"NNE","W","Yes"
"1046","Watsonia",13.4,25.4,0,"SW",33,"No",85,8,1011.8,"SSE","SSW","No"
"1047","Williamtown",18.6,29.9,1.8,"E",41,"Yes",87,8,1016.7,"E","NE","No"
"1048","Cobar",23.6,36.3,0,"NW",52,"No",68,1,1015.5,"NE","ENE","No"
"1049","AliceSprings",0.3,32.1,0,"N",33,"No",68,4,1022.5,"NNW","N","No"
"1050","Williamtown",6.5,25.9,0,"NW",39,"No",99,8,1017.3,"NW","WNW","No"
"1051","Brisbane",12.3,22.4,0,"ESE",28,"No",58,3,1026.4,"WSW","E","No"
"1052","AliceSprings",23.3,38.9,0,"E",48,"No",68,5,1010,"SSE","NE","No"
"1053","Portland",14,25.6,0,"WNW",41,"No",66,8,1017.3,"NE","E","No"
"1054","Darwin",22.1,25.6,0,"E",39,"Yes",98,8,1017.3,"SSE","WSW","Yes"
"1055","Sale",1.3,14.7,0,"WNW",17,"No",68,7,1006.6,"WNW","ENE","No"
"1056","Watsonia",5.2,18.5,0.2,"E",17,"No",94,7,1023.3,"ENE","ESE","No"
"1057","Melbourne",11.1,15.1,0.2,"E",33,"No",86,7,1025.1,"WSW","SW","No"
"1058","Ballarat",5.5,7.8,4.4,"N",44,"Yes",99,8,1017.3,"N","W","Yes"
"1059","Sydney",12.2,28.8,0,"E",28,"No",62,3,1027.3,"W","WNW","No"
"1060","Sale",9.1,23.45,0,"E",39,"No",64,1,1017.3,"SSW","NW","No"
"1061","Hobart",4.6,13.9,0,"E",35,"No",66,3,1016.9,"SE","E","Yes"
"1062","Townsville",13.5,29.3,0,"SSW",31,"No",31,4,1013.5,"SW","W","No"
"1063","NorfolkIsland",17.6,23.4,0,"E",31,"No",68,6,1017.4,"WNW","W","No"
"1064","PerthAirport",15.4,26.1,0,"SW",44,"No",48,3,1010.4,"SSW","WSW","No"
"1065","PerthAirport",23.7,23.2,2,"ENE",37,"Yes",71,5,1012.8,"SE","ENE","No"
"1066","Cairns",22.1,30.7,5.2,"SE",56,"Yes",68,6,1013.8,"SSE","SE","No"
"1067","PerthAirport",23.9,30.3,0,"NE",33,"Yes",84,7,1017.3,"SSE","NNE","Yes"
"1068","Bendigo",10.5,15,0,"NNW",28,"Yes",97,8,1019.9,"NNW","N","No"
"1069","NorfolkIsland",13.6,21.8,0,"W",44,"Yes",68,2,1017.3,"NNE","W","Yes"
"1070","PerthAirport",7.1,20.2,0.2,"NNW",33,"No",71,7,1023.3,"SSE","WNW","No"
"1071","WaggaWagga",9.8,29.1,0,"W",44,"No",68,1,1019.3,"NW","W","No"
"1072","MelbourneAirport",18.6,26.6,0,"N",39,"Yes",95,8,1002.4,"SSE","SE","Yes"
"1073","PerthAirport",20.2,23.2,0,"NW",37,"No",66,3,1012.2,"SSE","W","No"
"1074","PearceRAAF",18.7,26.7,1.6,"SW",26,"Yes",95,8,1020.1,"WNW","W","No"
"1075","PerthAirport",8.2,17.2,3.8,"WSW",39,"No",76,5,1017.3,"W","S","Yes"
"1076","Nuriootpa",11.5,31.9,4,"NNW",30,"Yes",68,0,1010,"NE","NW","No"
"1077","Hobart",12.1,30.6,0,"NNW",39,"No",34,7,1012.7,"W","ESE","No"
"1078","Cobar",12.7,31.6,0,"WNW",41,"No",68,6,1018,"NW","W","No"
"1079","PerthAirport",6.1,14.3,4.4,"NW",33,"Yes",77,8,1013.5,"NNW","NNW","No"
"1080","Melbourne",12.2,29.1,0,"SSE",33,"No",56,1,1014.9,"WSW","W","No"
"1081","PerthAirport",18.2,40.6,0,"E",39,"No",42,0,1010.2,"E","S","No"
"1082","WaggaWagga",12.4,28.3,0,"SE",33,"No",39,1,1009.3,"SSE","SW","No"
"1083","MelbourneAirport",6.8,25,0,"N",54,"No",63,1,1015,"N","N","No"
"1084","PerthAirport",17.3,26.2,0,"SW",46,"No",57,7,1007.6,"S","WSW","No"
"1085","PearceRAAF",8.9,25.65,6,"WSW",50,"No",78,8,1015.7,"SW","SW","No"
"1086","MelbourneAirport",8.9,16.9,0.2,"WNW",56,"No",56,7,1017.3,"SSE","W","No"
"1087","PearceRAAF",12.9,29.1,0,"SW",48,"No",50,0,1006.9,"SSE","WSW","No"
"1088","Townsville",22.9,32.1,0.8,"SSE",50,"No",68,6,1008,"SSE","W","Yes"
"1089","Townsville",21.2,26.8,0,"E",44,"No",69,7,1018.8,"SE","ESE","No"
"1090","SydneyAirport",10.7,16.4,3.6,"SSW",50,"Yes",65,6,1015.7,"SSE","S","No"
"1091","SydneyAirport",15.4,24.7,0,"NE",43,"No",68,1,1025.2,"NW","NE","No"
"1092","Cobar",11.6,21.4,0,"NE",31,"No",57,6,1025.8,"NE","ENE","No"
"1093","PerthAirport",5.9,11.1,0.6,"NW",43,"No",68,8,1013.3,"SSE","NW","Yes"
"1094","Townsville",24,29.7,0.2,"NE",41,"No",70,6,1011.8,"SSE","W","No"
"1095","PerthAirport",11.1,24.4,2.4,"E",31,"Yes",80,1,1020.8,"NNE","W","No"
"1096","Mildura",8,13.7,0,"SSW",35,"No",88,6,1024.8,"S","SSW","No"
"1097","MelbourneAirport",7.6,17.9,0,"N",39,"No",66,3,1019.8,"N","NNW","No"
"1098","Canberra",5.6,20.4,0,"SW",17,"No",69,6,1025.7,"SSE","WNW","No"
"1099","PerthAirport",11.5,20.1,0,"E",30,"No",76,5,1022.2,"S","ENE","No"
"1100","Townsville",19.6,31.8,0,"SSW",39,"No",27,3,1015.3,"SSE","SSW","No"
"1101","WaggaWagga",21.2,31.4,1,"WSW",52,"No",83,7,1008,"SSE","W","No"
"1102","Darwin",22.9,33.1,0,"ENE",37,"No",76,1,1015.1,"SSE","NNE","No"
"1103","Sale",-1.5,16.1,0,"WNW",30,"No",96,2,1026.6,"NW","NW","No"
"1104","CoffsHarbour",18.7,25.6,6.8,"E",33,"Yes",85,4,1017.3,"SW","S","Yes"
"1105","PearceRAAF",14.5,27.4,0,"WSW",37,"No",76,6,1021.2,"SSE","WSW","No"
"1106","PerthAirport",16.5,29.4,0,"NE",28,"No",85,7,1010.5,"SSE","W","No"
"1107","Mildura",14.9,34.3,0,"WNW",33,"No",60,4,1011.5,"NE","W","No"
"1108","NorfolkIsland",17.6,20.4,0,"S",39,"No",52,7,1023.1,"SSE","S","No"
"1109","Darwin",24.5,35.2,0,"NW",26,"No",68,4,1011.5,"SSE","W","No"
"1110","Darwin",26.7,33.1,0,"NW",33,"No",71,5,1017.3,"N","NNW","No"
"1111","Brisbane",16.5,26,0.6,"E",28,"No",55,5,1017.3,"SE","NE","No"
"1112","WaggaWagga",12.4,33.1,0,"NW",39,"No",36,1,1014.1,"ENE","NNW","Yes"
"1113","Portland",9.8,15.6,0,"NNW",54,"No",83,1,1012.4,"NNW","NNW","Yes"
"1114","Darwin",25.2,33.8,0,"N",33,"No",76,7,1013.2,"E","NNW","No"
"1115","Watsonia",16.5,22.6,0,"SSW",39,"No",89,8,1009.7,"SSE","SW","No"
"1116","Sale",15.1,21.7,7.2,"WSW",39,"Yes",93,8,1017.3,"NNE","W","Yes"
"1117","Woomera",20.1,39.7,0,"SW",57,"No",68,0,1012.3,"SSE","WSW","No"
"1118","SydneyAirport",15.4,23.2,0,"NNW",50,"No",52,6,1019,"SSE","N","Yes"
"1119","Richmond",5,16.5,0,"SSW",33,"No",55,8,1026.2,"SSW","ENE","No"
"1120","AliceSprings",18.1,38.7,0,"SSE",39,"No",68,6,1016.2,"S","W","No"
"1121","Perth",23.4,24.3,0,"E",28,"No",47,8,1010.9,"N","W","No"
"1122","Wollongong",9.4,15.7,0,"E",39,"No",71,5,1026.3,"SSW","W","Yes"
"1123","Richmond",13.5,28.2,0,"E",28,"No",68,8,1019.1,"NE","ENE","No"
"1124","Brisbane",16.6,24.5,0,"E",26,"No",53,7,1017.3,"ESE","W","No"
"1125","PerthAirport",8.3,23.3,0,"SSW",30,"No",62,1,1023.8,"NE","SW","No"
"1126","MountGambier",13.3,20.7,0.2,"W",39,"No",62,2,1019.8,"WSW","WSW","No"
"1127","CoffsHarbour",18.5,25.8,0,"SE",37,"No",78,5,1022.7,"SW","W","Yes"
"1128","PerthAirport",17.8,36.3,0,"N",33,"No",43,1,1009.4,"NE","W","No"
"1129","PerthAirport",17.2,26,0,"ESE",52,"No",52,5,1021.6,"ESE","E","No"
"1130","Canberra",13.6,27.4,1,"W",52,"No",77,4,1002.1,"NW","W","No"
"1131","Darwin",27.5,32.7,0,"WNW",46,"No",68,7,1006.4,"W","WNW","No"
"1132","Nuriootpa",14.2,25.4,0,"SE",39,"No",53,7,1022,"ESE","WSW","No"
"1133","AliceSprings",9,26.8,0,"SE",39,"No",68,0,1023.6,"SE","W","No"
"1134","Mildura",10.15,20,0.2,"WNW",50,"No",93,1,1008.8,"NW","W","No"
"1135","Nuriootpa",14.2,32,0,"ESE",39,"No",39,0,1017.3,"NE","N","No"
"1136","Sale",9.5,31.8,0,"WSW",37,"No",100,7,1017.4,"NW","SW","No"
"1137","MelbourneAirport",4.5,13.9,0,"N",33,"No",71,7,1026.8,"N","NNW","No"
"1138","Brisbane",23,32.2,0,"E",28,"No",57,6,1014,"SW","ENE","No"
"1139","Hobart",3,11.4,0,"WSW",39,"Yes",63,7,1017.3,"W","SW","Yes"
"1140","Mildura",7,26,0,"N",37,"No",68,1,1016.2,"NNE","NNE","No"
"1141","Hobart",11.1,17.6,0,"NW",37,"No",63,6,1014,"NNW","ESE","No"
"1142","Wollongong",11.7,15.8,0,"E",56,"No",54,1,1027.2,"SSW","SSW","No"
"1143","Mildura",14.3,22.1,0,"WSW",33,"No",55,7,1020.4,"SSE","W","No"
"1144","Canberra",12.375,20.4,0,"SSE",31,"No",75,1,1021.4,"SW","NW","No"
"1145","PerthAirport",21.3,33.9,0,"NE",54,"No",59,3,1016.1,"SSE","NE","No"
"1146","AliceSprings",10.7,27.2,0,"E",52,"No",68,0,1022.3,"ESE","SSE","No"
"1147","Wollongong",17.6,20.1,4.4,"S",52,"Yes",89,8,1014.9,"SSW","W","Yes"
"1148","Canberra",3.9,13.2,3.4,"WNW",39,"Yes",53,3,1017,"WNW","W","No"
"1149","MountGambier",8.2,23.1,0,"N",50,"No",74,2,1008.2,"SSE","WSW","No"
